unit	sym	billed	fuzzy	mpn	cls	n_charged	same_opcode_multiset	argkinds	src
default/system/hamobj/MiniLeaderboardDisplay	?PreLoad@MiniLeaderboardDisplay@@UAAXAAVBinStream@@@Z	128	26.0	28.5	SOURCE_INSDEL	37	False	{'opcode': 8, 'immediate': 3, 'register': 13, 'relocname': 2}	src/system/hamobj/MiniLeaderboardDisplay.cpp
default/SynapseAPO	??0?$CSampleXAPOBase@VSynapseAPO@DSP@@USynapseAPOParams@2@@ATG@@IAA@XZ	124	78.70968	81.29032	SOURCE_INSDEL	20	False	{'relocname': 2, 'opcode': 3, 'register': 14}	src/system/synth_xbox/SynapseAPO.cpp
default/DepthBuffer3D	?DoPost@NgPostProc@@UAAXXZ	124	0.0	1.2903225	NO_BODY/stub	58	False	{'immediate': 3, 'register': 6, 'relocname': 2, 'opcode': 4}	src/system/gesture/DepthBuffer3D.cpp
default/system/rndobj/Rnd	?OnToggleHeap@Rnd@@IAA?AVDataNode@@PBVDataArray@@@Z	124	93.548386	93.548386	CODEGEN_ORDERING	2	True	{}	src/system/rndobj/Rnd.cpp
default/system/rndobj/Utl	??$_M_find@UEdge@RndAmbientOcclusion@@@?$_Rb_tree@UEdge@RndAmbientOcclusion@@U?$less@UEdge@RndAmbientOcclusion@@@stlpmtx_std@@U12@U?$_Identity@UEdge@RndAmbientOcclusion@@@4@U?$_SetTraitsT@UEdge@RndAmbientOcclusion@@@priv@4@V?$StlNodeAlloc@UEdge@RndAmbientOcclusion@@@4@@stlpmtx_std@@ABAPAU_Rb_tree_node_base@1@ABUEdge@RndAmbientOcclusion@@@Z	124	86.22581	89.6129	SOURCE_INSDEL	22	False	{'opcode': 2, 'immediate': 2, 'register': 21}	src/system/rndobj/Utl.cpp
default/HamCamTransform	??6@YAAAVBinStream@@AAV0@ABUDynamicPropertyEntry@Flow@@@Z	124	61.258064	64.80645	SOURCE_INSDEL	32	False	{'relocname': 5, 'immediate': 6, 'register': 16, 'opcode': 3}	src/system/hamobj/HamCamTransform.cpp
default/UILabel	?AddTail@?$CPointerList@UCommand@LEAPCORE@@$0BA@$0PPPPPPPP@$03@@QAAPAXPAUCommand@LEAPCORE@@@Z	124	0.0	0.0	NO_BODY/stub	31	False	{}	src/system/ui/UILabel.cpp
default/Anim	?CollidePlane@RndDir@@UAAHABVPlane@@@Z	124	0.0	2.096774	NO_BODY/stub	52	False	{'relocname': 2, 'immediate': 5, 'register': 10, 'opcode': 1, 'branchdest': 1}	src/system/rndobj/Anim.cpp
default/Morph	?resize@?$vector@UPose@RndMorph@@V?$StlNodeAlloc@UPose@RndMorph@@@stlpmtx_std@@@stlpmtx_std@@QAAXIABUPose@RndMorph@@@Z	124	31.935484	32.580647	SOURCE_INSDEL	26	False	{'register': 2, 'opcode': 3}	src/system/rndobj/Morph.cpp
default/PracticeSection	?Save@PracticeSection@@UAAXAAVBinStream@@@Z	124	0.0	2.096774	NO_BODY/stub	68	False	{'opcode': 5, 'immediate': 7, 'register': 12}	src/system/hamobj/PracticeSection.cpp
default/PropKeys	??0OvershellProfileProvider@@QAA@PAVBandUserMgr@@@Z	124	0.0	0.0	NO_BODY/stub	31	False	{}	src/system/rndobj/PropKeys.cpp
default/Trans	?SetWorldXfm@RndTransformable@@QAAXABVTransform@@@Z	124	93.3871	93.548386	CODEGEN_ORDERING	3	True	{'register': 1}	src/system/rndobj/Trans.cpp
default/DataFile	??0DataResultList@@QAA@XZ	124	0.0	0.0	NO_BODY/stub	31	False	{}	src/system/obj/DataFile.cpp
default/HAQManager	?PrintComponentInfo@HAQManager@@AAAXPAVUIComponent@@@Z	124	35.258064	37.19355	SOURCE_INSDEL	34	False	{'relocname': 2, 'immediate': 3, 'opcode': 9, 'register': 10}	src/system/meta/HAQManager.cpp
default/Group	?CollidePlane@RndGroup@@UAAHABVPlane@@@Z	124	19.064516	21.161291	SOURCE_INSDEL	39	False	{'relocname': 2, 'immediate': 4, 'register': 11, 'opcode': 3, 'branchdest': 1}	src/system/rndobj/Group.cpp
default/ColorPalette	?resize@?$vector@UColorSet@@V?$StlNodeAlloc@UColorSet@@@stlpmtx_std@@@stlpmtx_std@@QAAXIABUColorSet@@@Z	124	84.03226	84.51613	SOURCE_INSDEL	9	False	{'register': 2, 'opcode': 3, 'relocname': 1}	src/system/world/ColorPalette.cpp
default/band3/game/Tracker	?resize@?$vector@UUnlockable@?A0xf8e4b4b5@@V?$StlNodeAlloc@UUnlockable@?A0xf8e4b4b5@@@stlpmtx_std@@@stlpmtx_std@@QAAXIABUUnlockable@?A0xf8e4b4b5@@@Z	124	0.0	0.0	NO_BODY/stub	31	False	{}	src/band3/game/Tracker.cpp
default/BandSongMetadata	??$?5VSymbol@@M@@YAAAVBinStream@@AAV0@AAV?$hash_map@VSymbol@@MU?$hash@VSymbol@@@stlpmtx_std@@U?$equal_to@VSymbol@@@3@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@M@stlpmtx_std@@@3@@stlpmtx_std@@@Z	124	79.16129	79.80645	SOURCE_INSDEL	10	False	{'register': 2, 'relocname': 1, 'opcode': 1, 'branchdest': 1}	src/band3/meta_band/BandSongMetadata.cpp
default/system/synth/MoggClip	?SetupPanInfo@MoggClip@@QAAXMM_N@Z	124	78.70968	78.70968	SOURCE_INSDEL	7	False	{'opcode': 1}	src/system/synth/MoggClip.cpp
default/RGState	?TrackTypeToSym@@YA?AVSymbol@@W4TrackType@@@Z	124	0.0	0.0	NO_BODY/stub	31	False	{}	src/system/beatmatch/RGState.cpp
default/VocalTrack	?OnPhraseComplete@VocalTrack@@QAAXMMH@Z	120	65.86667	66.53333	SOURCE_INSDEL	16	False	{'register': 4, 'immediate': 4}	src/band3/bandtrack/VocalTrack.cpp
default/SynapseAPO	??0SynapseAPO@DSP@@QAA@XZ	120	93.333336	93.333336	CODEGEN_ORDERING	2	True	{}	src/system/synth_xbox/SynapseAPO.cpp
default/ContentMgr_Xbox	?Init@XboxContentMgr@@UAAXXZ	120	0.0	1.6666666	NO_BODY/stub	67	False	{'opcode': 5, 'immediate': 7, 'register': 8, 'relocname': 2}	src/system/os/ContentMgr_Xbox.cpp
default/StreamReceiver360	?Tag@StreamReceiver360@@UAAXXZ	120	80.333336	82.0	SOURCE_INSDEL	15	False	{'opcode': 4, 'register': 10}	src/system/synth_xbox/StreamReceiver360.cpp
default/HamCamTransform	??0?$vector@VTransformCrowd@@V?$StlNodeAlloc@VTransformCrowd@@@stlpmtx_std@@@stlpmtx_std@@QAA@ABV01@@Z	120	91.5	92.666664	SOURCE_INSDEL	10	False	{'register': 5, 'opcode': 2, 'relocname': 2}	src/system/hamobj/HamCamTransform.cpp
default/Waypoint	??0?$ObjPtr@VSeqInst@@@@QAA@ABV0@@Z	120	61.5	62.5	SOURCE_INSDEL	19	False	{'register': 6, 'immediate': 5, 'opcode': 2}	src/system/char/Waypoint.cpp
default/CharLipSync	?push_back@?$vector@VBurst@RndParticleSys@@V?$StlNodeAlloc@VBurst@RndParticleSys@@@stlpmtx_std@@@stlpmtx_std@@QAAXABVBurst@RndParticleSys@@@Z	120	59.433334	59.933334	SOURCE_INSDEL	15	False	{'branchdest': 1, 'register': 2, 'immediate': 2}	src/system/char/CharLipSync.cpp
default/UILabel	?EnableEffect@CFilterSkin@LEAPCORE@@UAAJII@Z	120	0.0	0.0	NO_BODY/stub	30	False	{}	src/system/ui/UILabel.cpp
default/TypeProps	?ReplaceObject@TypeProps@@AAAXAAVDataNode@@PAVObject@Hmx@@1@Z	120	48.4	49.233334	SOURCE_INSDEL	23	False	{'opcode': 2, 'immediate': 3, 'register': 5}	src/system/obj/TypeProps.cpp
default/Morph	??0?$vector@V?$Key@M@@V?$StlNodeAlloc@V?$Key@M@@@stlpmtx_std@@@stlpmtx_std@@QAA@ABV01@@Z	120	91.5	92.666664	SOURCE_INSDEL	10	False	{'register': 5, 'opcode': 2, 'relocname': 2}	src/system/rndobj/Morph.cpp
default/MemMgr	?_MemAllocH@@YAPAVMemHandle@@H@Z	120	0.0	0.0	NO_BODY/stub	30	False	{}	src/system/utl/MemMgr.cpp
default/PartAnim	??$?6VColor@Hmx@@@@YAAAVTextStream@@AAV0@ABV?$Key@VColor@Hmx@@@@@Z	120	0.93333334	2.4333334	SOURCE_INSDEL	40	False	{'opcode': 12, 'immediate': 2, 'register': 8}	src/system/rndobj/PartAnim.cpp
default/WavMgr	?Get@?$ResMgr@X@@QAAPAXVCRC@Hmx@@@Z	120	60.0	61.166668	SOURCE_INSDEL	20	False	{'immediate': 5, 'opcode': 5, 'register': 7, 'branchdest': 1}	src/system/synth/WavMgr.cpp
default/JoypadMsgs	??0NetStream@@QAA@XZ	120	94.666664	94.666664	SOURCE_INSDEL	2	False	{'opcode': 1}	src/system/os/JoypadMsgs.cpp
default/band3/meta_band/LicenseMgr	??$?5VSymbol@@V?$vector@VSymbol@@V?$StlNodeAlloc@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@@@YAAAVBinStream@@AAV0@AAV?$hash_map@VSymbol@@V?$vector@VSymbol@@V?$StlNodeAlloc@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@U?$hash@VSymbol@@@3@U?$equal_to@VSymbol@@@3@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@V?$vector@VSymbol@@V?$StlNodeAlloc@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@@3@@stlpmtx_std@@@Z	120	86.63333	88.3	SOURCE_INSDEL	22	False	{'relocname': 4, 'register': 8, 'immediate': 6, 'opcode': 4}	src/band3/meta_band/LicenseMgr.cpp
default/OutfitConfig	??0?$ObjPtr@VRndMat@@@@QAA@ABV0@@Z	120	85.833336	86.666664	SOURCE_INSDEL	8	False	{'register': 5}	src/system/bandobj/OutfitConfig.cpp
default/system/meta/MemcardMgr	?SaveLoadAllComplete@MemcardMgr@@QAAXXZ	120	82.6	83.26667	SOURCE_INSDEL	7	False	{'register': 4, 'immediate': 2}	src/system/meta/MemcardMgr.cpp
default/MasterAudio	?FillChannelList@MasterAudio@@QAAXAAV?$list@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@H@Z	116	99.793106	99.965515	SOURCE_ARG(imm/opcode/branch)	1	True	{'immediate': 1, 'register': 1}	src/system/beatmatch/MasterAudio.cpp
default/GemTrackResourceManager	?_M_clear@?$vector@VSmasherPlateInfo@GemTrackResourceManager@@V?$StlNodeAlloc@VSmasherPlateInfo@GemTrackResourceManager@@@stlpmtx_std@@@stlpmtx_std@@IAAXXZ	116	0.0	0.0	NO_BODY/stub	29	False	{}	src/system/bandobj/GemTrackResourceManager.cpp
default/MusicLibrary	?InviteParty@PlatformMgr@@QAAXH@Z	116	0.0	0.0	NO_BODY/stub	29	False	{}	src/band3/meta_band/MusicLibrary.cpp
default/Rot	??$_M_allocate_and_copy@PBVVector3@@@?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@stlpmtx_std@@IAAPAVVector3@@IPBV2@0@Z	116	34.24138	36.310345	SOURCE_INSDEL	32	False	{'immediate': 7, 'opcode': 4, 'register': 11, 'relocname': 1}	src/system/math/Rot.cpp
default/SpectralAnalysis	??0?$_Vector_base@MV?$XboxAllocator@M@@@stlpmtx_std@@QAA@IABV?$XboxAllocator@M@@@Z	116	41.448277	42.655174	SOURCE_INSDEL	22	False	{'opcode': 1, 'immediate': 3, 'register': 7}	src/system/synth_xbox/SpectralAnalysis.cpp
default/JoypadClient	?Poll@JoypadClient@@AAAXXZ	116	93.586205	94.44827	SOURCE_INSDEL	7	False	{'relocname': 3, 'register': 3, 'immediate': 1, 'opcode': 1}	src/system/os/JoypadClient.cpp
default/DepthBuffer3D	?push_back@?$vector@UPropertyFilter@CameraManager@@V?$StlNodeAlloc@UPropertyFilter@CameraManager@@@stlpmtx_std@@@stlpmtx_std@@QAAXABUPropertyFilter@CameraManager@@@Z	116	99.62069	99.965515	SOURCE_ARG(imm/opcode/branch)	3	True	{'relocname': 2, 'immediate': 1}	src/system/gesture/DepthBuffer3D.cpp
default/HamNavProvider	?push_back@?$vector@UNavItem@HamNavProvider@@V?$StlNodeAlloc@UNavItem@HamNavProvider@@@stlpmtx_std@@@stlpmtx_std@@QAAXABUNavItem@HamNavProvider@@@Z	116	99.793106	99.965515	SOURCE_ARG(imm/opcode/branch)	2	True	{'relocname': 1, 'immediate': 1}	src/system/hamobj/HamNavProvider.cpp
default/PracticeSection	?push_back@?$vector@VPracticeStep@@V?$StlNodeAlloc@VPracticeStep@@@stlpmtx_std@@@stlpmtx_std@@QAAXABVPracticeStep@@@Z	116	99.793106	99.965515	SOURCE_ARG(imm/opcode/branch)	2	True	{'relocname': 1, 'immediate': 1}	src/system/hamobj/PracticeSection.cpp
default/RhythmBattle	?push_back@?$vector@VArchiveSkeleton@@V?$StlNodeAlloc@VArchiveSkeleton@@@stlpmtx_std@@@stlpmtx_std@@QAAXABVArchiveSkeleton@@@Z	116	99.793106	99.965515	SOURCE_ARG(imm/opcode/branch)	2	True	{'relocname': 1, 'immediate': 1}	src/system/hamobj/RhythmBattle.cpp
default/UIList	?PreLoad@UIList@@UAAXAAVBinStream@@@Z	116	38.344826	40.58621	SOURCE_INSDEL	33	False	{'opcode': 12, 'immediate': 4, 'register': 11, 'relocname': 3}	src/system/ui/UIList.cpp
default/UIList	?Update@UIList@@EAAXXZ	116	54.75862	56.482758	SOURCE_INSDEL	20	False	{'register': 7, 'relocname': 3, 'immediate': 3, 'opcode': 1}	src/system/ui/UIList.cpp
default/Splash	?WaitForState@Splash@@IAAXW4SplashState@1@@Z	116	96.55173	96.55173	SOURCE_INSDEL	1	False	{}	src/system/movie/Splash.cpp
default/HolmesClient	?push_back@?$vector@URecurseInfo@@V?$StlNodeAlloc@URecurseInfo@@@stlpmtx_std@@@stlpmtx_std@@QAAXABURecurseInfo@@@Z	116	99.965515	99.965515	SOURCE_ARG(imm/opcode/branch)	1	True	{'immediate': 1}	src/system/os/HolmesClient.cpp
default/Song	??0?$list@PAVMidiParser@@V?$StlNodeAlloc@PAVMidiParser@@@stlpmtx_std@@@stlpmtx_std@@QAA@ABV01@@Z	116	97.24138	97.93104	SOURCE_ARG(imm/opcode/branch)	4	False	{'register': 3, 'opcode': 1, 'relocname': 1}	src/system/utl/Song.cpp
default/PanelDir	??$?0U?$_List_iterator@UFlauntStatusData@@U?$_Const_traits@UFlauntStatusData@@@stlpmtx_std@@@stlpmtx_std@@@?$list@UFlauntStatusData@@V?$StlNodeAlloc@UFlauntStatusData@@@stlpmtx_std@@@stlpmtx_std@@QAA@U?$_List_iterator@UFlauntStatusData@@U?$_Const_traits@UFlauntStatusData@@@stlpmtx_std@@@1@0ABV?$StlNodeAlloc@UFlauntStatusData@@@1@@Z	116	0.0	0.0	NO_BODY/stub	29	False	{}	src/system/ui/PanelDir.cpp
default/DataFile	?GetDataResult@DataResultList@@QBAPAVDataResult@@H@Z	116	0.0	0.0	NO_BODY/stub	29	False	{}	src/system/obj/DataFile.cpp
default/system/rnddx9/ShaderMgr	?SetDeviceTex@DxTex@@QAAXPAUD3DTexture@@@Z	116	0.0	0.0	NO_BODY/stub	29	False	{}	src/system/rnddx9/ShaderMgr.cpp
default/DefaultPhysicsManager	??0?$list@PAVRndMesh@@V?$StlNodeAlloc@PAVRndMesh@@@stlpmtx_std@@@stlpmtx_std@@QAA@ABV01@@Z	116	97.24138	97.93104	SOURCE_ARG(imm/opcode/branch)	4	False	{'register': 3, 'opcode': 1, 'relocname': 1}	src/system/world/DefaultPhysicsManager.cpp
default/SessionMessages	?push_back@?$vector@VMemStream@@V?$StlNodeAlloc@VMemStream@@@stlpmtx_std@@@stlpmtx_std@@QAAXABVMemStream@@@Z	116	93.10345	93.10345	SOURCE_INSDEL	2	False	{}	src/network/net/SessionMessages.cpp
default/SongDB	?push_back@?$vector@VStepMoves@@V?$StlNodeAlloc@VStepMoves@@@stlpmtx_std@@@stlpmtx_std@@QAAXABVStepMoves@@@Z	116	0.0	0.0	NO_BODY/stub	29	False	{}	src/band3/game/SongDB.cpp
default/VocalPart	?IsEmptyPhrase@VocalPart@@QBA_NABQBVVocalPhrase@@@Z	116	65.24138	66.793106	SOURCE_INSDEL	17	False	{'register': 9, 'immediate': 3, 'opcode': 1}	src/band3/game/VocalPart.cpp
default/BandLabel	?Copy@BandLabel@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z	116	94.13793	94.31035	SOURCE_INSDEL	3	False	{'opcode': 1}	src/system/bandobj/BandLabel.cpp
default/band3/game/PracticeSectionProvider	??1PracticeSectionProvider@@UAA@XZ	116	48.482758	48.827587	SOURCE_INSDEL	20	False	{'opcode': 3, 'immediate': 4, 'register': 2}	src/band3/game/PracticeSectionProvider.cpp
default/BandCharacter	?NewObject@BandRetargetVignette@@SAPAVObject@Hmx@@XZ	112	86.92857	87.10714	SOURCE_INSDEL	6	False	{'opcode': 1, 'relocname': 1, 'immediate': 1}	src/system/bandobj/BandCharacter.cpp
default/BandCharacter	?NewObject@UnisonIcon@@SAPAVObject@Hmx@@XZ	112	86.92857	87.10714	SOURCE_INSDEL	6	False	{'opcode': 1, 'relocname': 1, 'immediate': 1}	src/system/bandobj/BandCharacter.cpp
default/BandCharacter	?NewObject@OverdriveMeter@@SAPAVObject@Hmx@@XZ	112	86.92857	87.10714	SOURCE_INSDEL	6	False	{'opcode': 1, 'relocname': 1, 'immediate': 1}	src/system/bandobj/BandCharacter.cpp
default/BandCharacter	?AddOverlays@BandCharacter@@UAAXAAVBandPatchMesh@@@Z	112	92.46429	92.82143	SOURCE_INSDEL	4	False	{'register': 1, 'immediate': 1, 'branchdest': 1}	src/system/bandobj/BandCharacter.cpp
default/BandCharacter	?OnClosetTeleport@BandCharacter@@QAA?AVDataNode@@PAVDataArray@@@Z	112	99.21429	99.92857	SOURCE_ARG(imm/opcode/branch)	2	True	{'register': 4, 'immediate': 2}	src/system/bandobj/BandCharacter.cpp
default/CrowdAudio	??0?$ObjPtr@VObjectDir@@@@QAA@PAVObject@Hmx@@PAVObjectDir@@@Z	112	92.64286	92.82143	CODEGEN_ORDERING	3	True	{'register': 1, 'immediate': 1}	src/system/bandobj/CrowdAudio.cpp
default/CrowdMeterIcon	??0?$ObjPtr@VRndAnimatable@@@@QAA@PAVObject@Hmx@@PAVRndAnimatable@@@Z	112	92.64286	92.82143	CODEGEN_ORDERING	3	True	{'register': 1, 'immediate': 1}	src/system/bandobj/CrowdMeterIcon.cpp
default/RealGuitarTrackWatcherImpl	?InTrill@RealGuitarTrackWatcherImpl@@UBA_NH@Z	112	85.71429	85.71429	CODEGEN_ORDERING	4	True	{}	src/system/beatmatch/RealGuitarTrackWatcherImpl.cpp
default/MeshAnim	?_M_fill_insert@?$vector@V?$Key@V?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@stlpmtx_std@@@@V?$StlNodeAlloc@V?$Key@V?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@stlpmtx_std@@@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$Key@V?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@stlpmtx_std@@@@IABV3@@Z	112	88.5	89.21429	SOURCE_INSDEL	7	False	{'register': 3, 'immediate': 2, 'relocname': 1}	src/system/rndobj/MeshAnim.cpp
default/MeshAnim	?UpdateCache@RndShaderMgr@@QAAXABVTransform@@H@Z	112	98.71429	99.78571	SOURCE_ARG(imm/opcode/branch)	12	True	{'immediate': 6, 'register': 6}	src/system/rndobj/MeshAnim.cpp
default/MemTracker	??$sort@PAPAVCharClip@@UAlphabetically@@@stlpmtx_std@@YAXPAPAVCharClip@@0UAlphabetically@@@Z	112	0.0	0.0	NO_BODY/stub	28	False	{}	src/system/utl/MemTracker.cpp
default/system/synth_xbox/Synth	?Release@CXAPOBase@@UAAKXZ	112	0.0	0.0	NO_BODY/stub	28	False	{}	src/system/synth_xbox/Synth.cpp
default/Spline	?_M_erase@?$vector@VCtrlPoint@RndSpline@@V?$StlNodeAlloc@VCtrlPoint@RndSpline@@@stlpmtx_std@@@stlpmtx_std@@IAAPAVCtrlPoint@RndSpline@@PAV34@ABU__false_type@2@@Z	112	99.82143	99.82143	SOURCE_ARG(imm/opcode/branch)	5	True	{'immediate': 5}	src/system/rndobj/Spline.cpp
default/Character	?_M_fill_insert@?$vector@ULod@Character@@V?$StlNodeAlloc@ULod@Character@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAULod@Character@@IABU34@@Z	112	99.96429	99.96429	SOURCE_ARG(imm/opcode/branch)	1	True	{'immediate': 1}	src/system/char/Character.cpp
default/HamMove	?_M_fill_insert@?$vector@UOldNodeWeight@@V?$StlNodeAlloc@UOldNodeWeight@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAUOldNodeWeight@@IABU3@@Z	112	99.60714	99.96429	SOURCE_ARG(imm/opcode/branch)	3	True	{'immediate': 1, 'relocname': 2}	src/system/hamobj/HamMove.cpp
default/SongLayout	?_M_fill_insert@?$vector@VSongPattern@@V?$StlNodeAlloc@VSongPattern@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVSongPattern@@IABV3@@Z	112	99.78571	99.96429	SOURCE_ARG(imm/opcode/branch)	2	True	{'immediate': 1, 'relocname': 1}	src/system/hamobj/SongLayout.cpp
default/SongLayout	??$?5VSongPattern@@V?$StlNodeAlloc@VSongPattern@@@stlpmtx_std@@@@YAAAVBinStreamRev@@AAV0@AAV?$vector@VSongPattern@@V?$StlNodeAlloc@VSongPattern@@@stlpmtx_std@@@stlpmtx_std@@@Z	112	75.92857	76.28571	SOURCE_INSDEL	13	False	{'immediate': 4, 'relocname': 2, 'opcode': 1}	src/system/hamobj/SongLayout.cpp
default/SongLayout	?_M_fill_insert@?$vector@VSongSection@@V?$StlNodeAlloc@VSongSection@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVSongSection@@IABV3@@Z	112	99.60714	99.96429	SOURCE_ARG(imm/opcode/branch)	3	True	{'immediate': 1, 'relocname': 2}	src/system/hamobj/SongLayout.cpp
default/HamRibbon	?_M_fill_insert@?$vector@V?$Key@VTransform@@@@V?$StlNodeAlloc@V?$Key@VTransform@@@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$Key@VTransform@@@@IABV3@@Z	112	99.78571	99.96429	SOURCE_ARG(imm/opcode/branch)	2	True	{'immediate': 1, 'relocname': 1}	src/system/hamobj/HamRibbon.cpp
default/MoveAsyncDetector	?_M_fill_insert@?$vector@VDetectFrame@@V?$StlNodeAlloc@VDetectFrame@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVDetectFrame@@IABV3@@Z	112	99.78571	99.96429	SOURCE_ARG(imm/opcode/branch)	2	True	{'immediate': 1, 'relocname': 1}	src/system/hamobj/MoveAsyncDetector.cpp
default/CharIKHand	?_M_fill_insert@?$vector@UIKTarget@CharIKHand@@V?$StlNodeAlloc@UIKTarget@CharIKHand@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAUIKTarget@CharIKHand@@IABU34@@Z	112	88.5	89.21429	SOURCE_INSDEL	7	False	{'register': 3, 'immediate': 2, 'relocname': 1}	src/system/char/CharIKHand.cpp
default/SkeletonClip	?_M_fill_insert@?$vector@UMoveRating@SkeletonClip@@V?$StlNodeAlloc@UMoveRating@SkeletonClip@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAUMoveRating@SkeletonClip@@IABU34@@Z	112	99.78571	99.96429	SOURCE_ARG(imm/opcode/branch)	2	True	{'immediate': 1, 'relocname': 1}	src/system/gesture/SkeletonClip.cpp
default/CharLipSync	??$?5VString@@V?$StlNodeAlloc@VString@@@stlpmtx_std@@@@YAAAVBinStreamRev@@AAV0@AAV?$vector@VString@@V?$StlNodeAlloc@VString@@@stlpmtx_std@@@stlpmtx_std@@@Z	112	0.0	0.0	NO_BODY/stub	28	False	{}	src/system/char/CharLipSync.cpp
default/MoveMgr	??_GSpotlightDrawer@@UAAPAXI@Z	112	41.714287	42.607143	SOURCE_INSDEL	23	False	{'register': 3, 'immediate': 2, 'opcode': 5, 'relocname': 1}	src/system/hamobj/MoveMgr.cpp
default/UILabel	?_M_erase@?$vector@ULabelStyle@UILabel@@V?$StlNodeAlloc@ULabelStyle@UILabel@@@stlpmtx_std@@@stlpmtx_std@@IAAPAULabelStyle@UILabel@@PAU34@ABU__false_type@2@@Z	112	88.57143	88.57143	SOURCE_INSDEL	4	False	{'opcode': 2}	src/system/ui/UILabel.cpp
default/FileMerger	?Filter@FileMerger@@MAA?AW4Action@MergeFilter@@PAVObject@Hmx@@0PAVObjectDir@@@Z	112	61.785713	62.142857	SOURCE_INSDEL	12	False	{'register': 2, 'opcode': 1}	src/system/char/FileMerger.cpp
default/SpotlightDrawer	?Init@SpotlightDrawer@@SAXXZ	112	94.10714	94.28571	SOURCE_INSDEL	3	False	{'relocname': 1, 'register': 1, 'opcode': 1}	src/system/world/SpotlightDrawer.cpp
default/SessionUsersProviders	?Mat@SessionUsersProvider@@UBAPAVRndMat@@HHPAVUIListMesh@@@Z	112	5.321429	6.392857	SOURCE_INSDEL	31	False	{'opcode': 2, 'register': 6, 'immediate': 1}	src/band3/meta_band/SessionUsersProviders.cpp
default/SongCollision	?_M_fill_insert@?$vector@UBeatCollisionData@@V?$StlNodeAlloc@UBeatCollisionData@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAUBeatCollisionData@@IABU3@@Z	112	99.78571	99.96429	SOURCE_ARG(imm/opcode/branch)	2	True	{'immediate': 1, 'relocname': 1}	src/system/hamobj/SongCollision.cpp
default/Archive	??$?5VString@@V?$StlNodeAlloc@VString@@@stlpmtx_std@@@@YAAAVBinStream@@AAV0@AAV?$vector@VString@@V?$StlNodeAlloc@VString@@@stlpmtx_std@@@stlpmtx_std@@@Z	112	99.25	99.78571	SOURCE_ARG(imm/opcode/branch)	9	True	{'immediate': 6, 'relocname': 3}	src/system/os/Archive.cpp
default/system/rnddx9/ShaderMgr	XGSurfaceSize	112	0.0	0.0	NO_BODY/stub	28	False	{}	src/system/rnddx9/ShaderMgr.cpp
default/DrivenPropertyEntry	?_M_fill_insert@?$vector@VFlowMathOp@@V?$StlNodeAlloc@VFlowMathOp@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVFlowMathOp@@IABV3@@Z	112	99.96429	99.96429	SOURCE_ARG(imm/opcode/branch)	1	True	{'immediate': 1}	src/system/flow/DrivenPropertyEntry.cpp
default/FlowValueCase	?Save@FlowValueCase@@UAAXAAVBinStream@@@Z	112	92.60714	92.78571	CODEGEN_ORDERING	4	True	{'immediate': 2, 'register': 1}	src/system/flow/FlowValueCase.cpp
default/StorePanel	?IsLoaded@StorePanel@@UBA_NXZ	112	61.964287	62.142857	SOURCE_INSDEL	12	False	{'opcode': 1, 'branchdest': 1}	src/system/meta/StorePanel.cpp
default/UISlider	?Copy@UISlider@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z	112	37.464287	38.357143	SOURCE_INSDEL	24	False	{'opcode': 2, 'register': 4, 'immediate': 1}	src/system/ui/UISlider.cpp
default/band3/game/RGTrainerPanel	??_DRKTrainerPanel@@QAAXXZ	112	0.0	0.0	NO_BODY/stub	28	False	{}	src/band3/game/RGTrainerPanel.cpp
default/band3/meta_band/AssetProvider	??$sort@PAPAVUIListWidget@@UWidgetDrawSort@?A0x530db9db@@@stlpmtx_std@@YAXPAPAVUIListWidget@@0UWidgetDrawSort@?A0x530db9db@@@Z	112	0.0	0.0	NO_BODY/stub	28	False	{}	src/band3/meta_band/AssetProvider.cpp
