size	class	tier	unit	symbol	fuzzy	fold_test	mapname	target_name	our_name
112	UNDECIDABLE	engine	default/SkeletonClip	?_M_fill_insert@?$vector@UMoveRating@SkeletonClip@@V?$StlNodeAlloc@UMoveRating@SkeletonClip@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAUMoveRating@SkeletonClip@@IABU34@@Z	99.7857	UNKNOWN	NOT_INSTANTIATED	protected: void __cdecl stlpmtx_std::vector<struct `anonymous namespace'::Unlockable, class stlpmtx_std::StlNodeAlloc<struct `anonymous namespace'::Unlockable>>::_M_insert_overflow_aux(struct `anonymous namespace'::Unlockable *, struct 0xf8e4b4b5::Unlockable const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)	protected: void __cdecl stlpmtx_std::vector<struct SkeletonClip::MoveRating, class stlpmtx_std::StlNodeAlloc<struct SkeletonClip::MoveRating>>::_M_insert_overflow_aux(struct SkeletonClip::MoveRating *, struct SkeletonClip::MoveRating const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)
112	BC_DIFFERENT_UNRESOLVED	engine	default/BandCharDesc	?_M_fill_insert@?$vector@VPatch@BandCharDesc@@V?$StlNodeAlloc@VPatch@BandCharDesc@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVPatch@BandCharDesc@@IABV34@@Z	99.8214	DIFFERENT	REFUTED	private: void __cdecl stlpmtx_std::vector<class OutfitConfig::MeshAO, class stlpmtx_std::StlNodeAlloc<class OutfitConfig::MeshAO>>::_M_fill_insert_aux(class OutfitConfig::MeshAO *, unsigned int, class OutfitConfig::MeshAO const &, struct stlpmtx_std::__false_type const &)	private: void __cdecl stlpmtx_std::vector<class BandCharDesc::Patch, class stlpmtx_std::StlNodeAlloc<class BandCharDesc::Patch>>::_M_fill_insert_aux(class BandCharDesc::Patch *, unsigned int, class BandCharDesc::Patch const &, struct stlpmtx_std::__false_type const &)
112	A_FOLD_CONSISTENT	engine	default/LabelShrinkWrapper	?Copy@LabelShrinkWrapper@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z	99.8214	SAME	REFUTED	public: void __cdecl ObjRefConcrete<class BandCharacter, class ObjectDir>::SetObjConcrete(class BandCharacter *)	public: void __cdecl ObjRefConcrete<class UILabel, class ObjectDir>::SetObjConcrete(class UILabel *)
112	BC_DIFFERENT_UNRESOLVED	engine	default/StreakMeter	?_M_fill_insert@?$vector@V?$ObjPtr@VRndPropAnim@@@@V?$StlNodeAlloc@V?$ObjPtr@VRndPropAnim@@@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$ObjPtr@VRndPropAnim@@@@IABV3@@Z	99.8214	DIFFERENT	REFUTED	protected: void __cdecl stlpmtx_std::vector<struct HamNavProvider::NavItem, class stlpmtx_std::StlNodeAlloc<struct HamNavProvider::NavItem>>::_M_insert_overflow_aux(struct HamNavProvider::NavItem *, struct HamNavProvider::NavItem const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)	protected: void __cdecl stlpmtx_std::vector<class ObjPtr<class RndPropAnim>, class stlpmtx_std::StlNodeAlloc<class ObjPtr<class RndPropAnim>>>::_M_insert_overflow_aux(class ObjPtr<class RndPropAnim> *, class ObjPtr<class RndPropAnim> const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)
112	UNDECIDABLE	engine	default/SongData	?_M_fill_insert@?$vector@V?$vector@VRangeSection@@V?$StlNodeAlloc@VRangeSection@@@stlpmtx_std@@@stlpmtx_std@@V?$StlNodeAlloc@V?$vector@VRangeSection@@V?$StlNodeAlloc@VRangeSection@@@stlpmtx_std@@@stlpmtx_std@@@2@@stlpmtx_std@@AAAXPAV?$vector@VRangeSection@@V?$StlNodeAlloc@VRangeSection@@@stlpmtx_std@@@2@IABV32@@Z	99.8214	UNKNOWN	CORROBORATED	protected: void __cdecl stlpmtx_std::vector<class stlpmtx_std::vector<class Vector3, class stlpmtx_std::StlNodeAlloc<class Vector3>>, class stlpmtx_std::StlNodeAlloc<class stlpmtx_std::vector<class Vector3, class stlpmtx_std::StlNodeAlloc<class Vector3>>>>::_M_insert_overflow_aux(class stlpmtx_std::vector<class Vector3, class stlpmtx_std::StlNodeAlloc<class Vector3>> *, class stlpmtx_std::vector<class Vector3, class stlpmtx_std::StlNodeAlloc<class Vector3>> const &, struct stlpmtx_std::__true_type const &, unsigned int, bool)	protected: void __cdecl stlpmtx_std::vector<class stlpmtx_std::vector<class RangeSection, class stlpmtx_std::StlNodeAlloc<class RangeSection>>, class stlpmtx_std::StlNodeAlloc<class stlpmtx_std::vector<class RangeSection, class stlpmtx_std::StlNodeAlloc<class RangeSection>>>>::_M_insert_overflow_aux(class stlpmtx_std::vector<class RangeSection, class stlpmtx_std::StlNodeAlloc<class RangeSection>> *, class stlpmtx_std::vector<class RangeSection, class stlpmtx_std::StlNodeAlloc<class RangeSection>> const &, struct stlpmtx_std::__true_type const &, unsigned int, bool)
112	BC_DIFFERENT_UNRESOLVED	engine	default/CharLipSync	?_M_fill_insert@?$vector@UWeight@PlayBack@CharLipSync@@V?$StlNodeAlloc@UWeight@PlayBack@CharLipSync@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAUWeight@PlayBack@CharLipSync@@IABU345@@Z	99.8214	DIFFERENT	REFUTED	protected: void __cdecl stlpmtx_std::vector<struct MoveReplacer, class stlpmtx_std::StlNodeAlloc<struct MoveReplacer>>::_M_insert_overflow_aux(struct MoveReplacer *, struct MoveReplacer const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)	protected: void __cdecl stlpmtx_std::vector<struct CharLipSync::PlayBack::Weight, class stlpmtx_std::StlNodeAlloc<struct CharLipSync::PlayBack::Weight>>::_M_insert_overflow_aux(struct CharLipSync::PlayBack::Weight *, struct CharLipSync::PlayBack::Weight const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)
112	UNDECIDABLE	engine	default/Sfx	?_M_fill_insert@?$vector@VMoggClipMap@@V?$StlNodeAlloc@VMoggClipMap@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVMoggClipMap@@IABV3@@Z	99.8214	UNKNOWN	NOT_INSTANTIATED	private: void __cdecl stlpmtx_std::vector<class StepMoves, class stlpmtx_std::StlNodeAlloc<class StepMoves>>::_M_fill_insert_aux(class StepMoves *, unsigned int, class StepMoves const &, struct stlpmtx_std::__false_type const &)	private: void __cdecl stlpmtx_std::vector<class MoggClipMap, class stlpmtx_std::StlNodeAlloc<class MoggClipMap>>::_M_fill_insert_aux(class MoggClipMap *, unsigned int, class MoggClipMap const &, struct stlpmtx_std::__false_type const &)
112	BC_DIFFERENT_UNRESOLVED	engine	default/CameraShot	?_M_fill_insert@?$vector@VCamShotFrame@@V?$StlNodeAlloc@VCamShotFrame@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVCamShotFrame@@IABV3@@Z	99.8214	DIFFERENT	REFUTED	protected: void __cdecl stlpmtx_std::vector<struct Flow::DynamicPropertyEntry, class stlpmtx_std::StlNodeAlloc<struct Flow::DynamicPropertyEntry>>::_M_insert_overflow_aux(struct Flow::DynamicPropertyEntry *, struct Flow::DynamicPropertyEntry const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)	protected: void __cdecl stlpmtx_std::vector<class CamShotFrame, class stlpmtx_std::StlNodeAlloc<class CamShotFrame>>::_M_insert_overflow_aux(class CamShotFrame *, class CamShotFrame const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)
112	BC_DIFFERENT_UNRESOLVED	engine	default/Waypoint	?_M_fill_insert@?$vector@V?$ObjPtr@VSeqInst@@@@V?$StlNodeAlloc@V?$ObjPtr@VSeqInst@@@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$ObjPtr@VSeqInst@@@@IABV3@@Z	99.8214	DIFFERENT	REFUTED	private: void __cdecl stlpmtx_std::vector<class ObjOwnerPtr<class Waypoint>, class stlpmtx_std::StlNodeAlloc<class ObjOwnerPtr<class Waypoint>>>::_M_fill_insert_aux(class ObjOwnerPtr<class Waypoint> *, unsigned int, class ObjOwnerPtr<class Waypoint> const &, struct stlpmtx_std::__false_type const &)	private: void __cdecl stlpmtx_std::vector<class ObjPtr<class SeqInst>, class stlpmtx_std::StlNodeAlloc<class ObjPtr<class SeqInst>>>::_M_fill_insert_aux(class ObjPtr<class SeqInst> *, unsigned int, class ObjPtr<class SeqInst> const &, struct stlpmtx_std::__false_type const &)
112	UNDECIDABLE	engine	default/Sequence	?_M_fill_insert@?$vector@V?$ObjPtr@VSequence@@@@V?$StlNodeAlloc@V?$ObjPtr@VSequence@@@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$ObjPtr@VSequence@@@@IABV3@@Z	99.8214	UNKNOWN	REFUTED	private: void __cdecl stlpmtx_std::vector<class ObjPtr<class SeqInst>, class stlpmtx_std::StlNodeAlloc<class ObjPtr<class SeqInst>>>::_M_fill_insert_aux(class ObjPtr<class SeqInst> *, unsigned int, class ObjPtr<class SeqInst> const &, struct stlpmtx_std::__false_type const &)	private: void __cdecl stlpmtx_std::vector<class ObjPtr<class Sequence>, class stlpmtx_std::StlNodeAlloc<class ObjPtr<class Sequence>>>::_M_fill_insert_aux(class ObjPtr<class Sequence> *, unsigned int, class ObjPtr<class Sequence> const &, struct stlpmtx_std::__false_type const &)
112	BC_DIFFERENT_UNRESOLVED	engine	default/MoveAsyncDetector	?_M_fill_insert@?$vector@VDetectFrame@@V?$StlNodeAlloc@VDetectFrame@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVDetectFrame@@IABV3@@Z	99.7857	DIFFERENT	REFUTED	protected: void __cdecl stlpmtx_std::vector<class GemPlayer::UpcomingFretRelease, class stlpmtx_std::StlNodeAlloc<class GemPlayer::UpcomingFretRelease>>::_M_insert_overflow_aux(class GemPlayer::UpcomingFretRelease *, class GemPlayer::UpcomingFretRelease const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)	protected: void __cdecl stlpmtx_std::vector<class DetectFrame, class stlpmtx_std::StlNodeAlloc<class DetectFrame>>::_M_insert_overflow_aux(class DetectFrame *, class DetectFrame const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)
112	UNDECIDABLE	engine	default/SpotlightDrawer	??$sort@PAVSpotlightEntry@SpotlightDrawer@@VByColor@@@stlpmtx_std@@YAXPAVSpotlightEntry@SpotlightDrawer@@0VByColor@@@Z	99.8214	UNKNOWN	CORROBORATED	void __cdecl stlpmtx_std::__introsort_loop<class CameraManager::Category *, class CameraManager::Category, int, struct stlpmtx_std::less<class CameraManager::Category>>(class CameraManager::Category *, class CameraManager::Category *, class CameraManager::Category *, int, struct stlpmtx_std::less<class CameraManager::Category>)	void __cdecl stlpmtx_std::__introsort_loop<class SpotlightDrawer::SpotlightEntry *, class SpotlightDrawer::SpotlightEntry, int, class ByColor>(class SpotlightDrawer::SpotlightEntry *, class SpotlightDrawer::SpotlightEntry *, class SpotlightDrawer::SpotlightEntry *, int, class ByColor)
112	BC_DIFFERENT_UNRESOLVED	engine	default/SongCollision	?_M_fill_insert@?$vector@UBeatCollisionData@@V?$StlNodeAlloc@UBeatCollisionData@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAUBeatCollisionData@@IABU3@@Z	99.7857	DIFFERENT	REFUTED	protected: void __cdecl stlpmtx_std::vector<class stlpmtx_std::set<class MoveParent const *, struct stlpmtx_std::less<class MoveParent const *>, class stlpmtx_std::StlNodeAlloc<class MoveParent const *>>, class stlpmtx_std::StlNodeAlloc<class stlpmtx_std::set<class MoveParent const *, struct stlpmtx_std::less<class MoveParent const *>, class stlpmtx_std::StlNodeAlloc<class MoveParent const *>>>>::_M_insert_overflow_aux(class stlpmtx_std::set<class MoveParent const *, struct stlpmtx_std::less<class MoveParent const *>, class stlpmtx_std::StlNodeAlloc<class MoveParent const *>> *, class stlpmtx_std::set<class MoveParent const *, struct stlpmtx_std::less<class MoveParent const *>, class stlpmtx_std::StlNodeAlloc<class MoveParent const *>> const &, struct stlpmtx_std::__true_type const &, unsigned int, bool)	protected: void __cdecl stlpmtx_std::vector<struct BeatCollisionData, class stlpmtx_std::StlNodeAlloc<struct BeatCollisionData>>::_M_insert_overflow_aux(struct BeatCollisionData *, struct BeatCollisionData const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)
112	BC_DIFFERENT_UNRESOLVED	engine	default/SongLayout	?_M_fill_insert@?$vector@VSongPattern@@V?$StlNodeAlloc@VSongPattern@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVSongPattern@@IABV3@@Z	99.7857	DIFFERENT	REFUTED	private: void __cdecl stlpmtx_std::vector<class ObjOwnerPtr<class CharClip>, class stlpmtx_std::StlNodeAlloc<class ObjOwnerPtr<class CharClip>>>::_M_fill_insert_aux(class ObjOwnerPtr<class CharClip> *, unsigned int, class ObjOwnerPtr<class CharClip> const &, struct stlpmtx_std::__false_type const &)	private: void __cdecl stlpmtx_std::vector<class SongPattern, class stlpmtx_std::StlNodeAlloc<class SongPattern>>::_M_fill_insert_aux(class SongPattern *, unsigned int, class SongPattern const &, struct stlpmtx_std::__false_type const &)
112	BC_DIFFERENT_UNRESOLVED	engine	default/LightPreset	?_M_fill_insert@?$vector@USpotlightEntry@LightPreset@@V?$StlNodeAlloc@USpotlightEntry@LightPreset@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAUSpotlightEntry@LightPreset@@IABU34@@Z	99.8214	DIFFERENT	REFUTED	protected: void __cdecl stlpmtx_std::vector<struct LocalePanel::Entry, class stlpmtx_std::StlNodeAlloc<struct LocalePanel::Entry>>::_M_insert_overflow_aux(struct LocalePanel::Entry *, struct LocalePanel::Entry const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)	protected: void __cdecl stlpmtx_std::vector<struct LightPreset::SpotlightEntry, class stlpmtx_std::StlNodeAlloc<struct LightPreset::SpotlightEntry>>::_M_insert_overflow_aux(struct LightPreset::SpotlightEntry *, struct LightPreset::SpotlightEntry const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)
112	BC_DIFFERENT_UNRESOLVED	engine	default/DataEventList	?_M_fill_insert@?$vector@VDataEvent@@V?$StlNodeAlloc@VDataEvent@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVDataEvent@@IABV3@@Z	99.8214	DIFFERENT	REFUTED	protected: void __cdecl stlpmtx_std::vector<class FilePath, class stlpmtx_std::StlNodeAlloc<class FilePath>>::_M_insert_overflow_aux(class FilePath *, class FilePath const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)	protected: void __cdecl stlpmtx_std::vector<class DataEvent, class stlpmtx_std::StlNodeAlloc<class DataEvent>>::_M_insert_overflow_aux(class DataEvent *, class DataEvent const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)
112	UNDECIDABLE	engine	default/MidiParser	?_M_fill_insert@?$vector@UNote@MidiParser@@V?$StlNodeAlloc@UNote@MidiParser@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAUNote@MidiParser@@IABU34@@Z	99.8214	UNKNOWN	CORROBORATED	private: void __cdecl stlpmtx_std::vector<struct DataEventList::CompEv, class stlpmtx_std::StlNodeAlloc<struct DataEventList::CompEv>>::_M_fill_insert_aux(struct DataEventList::CompEv *, unsigned int, struct DataEventList::CompEv const &, struct stlpmtx_std::__false_type const &)	private: void __cdecl stlpmtx_std::vector<struct MidiParser::Note, class stlpmtx_std::StlNodeAlloc<struct MidiParser::Note>>::_M_fill_insert_aux(struct MidiParser::Note *, unsigned int, struct MidiParser::Note const &, struct stlpmtx_std::__false_type const &)
112	BC_DIFFERENT_UNRESOLVED	engine	default/MetaMusic	?_M_fill_insert@?$vector@V?$ObjDirPtr@VObjectDir@@@@V?$StlNodeAlloc@V?$ObjDirPtr@VObjectDir@@@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$ObjDirPtr@VObjectDir@@@@IABV3@@Z	99.8214	DIFFERENT	REFUTED	protected: void __cdecl stlpmtx_std::vector<class DataArrayPtr, class stlpmtx_std::StlNodeAlloc<class DataArrayPtr>>::_M_insert_overflow_aux(class DataArrayPtr *, class DataArrayPtr const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)	protected: void __cdecl stlpmtx_std::vector<class ObjDirPtr<class ObjectDir>, class stlpmtx_std::StlNodeAlloc<class ObjDirPtr<class ObjectDir>>>::_M_insert_overflow_aux(class ObjDirPtr<class ObjectDir> *, class ObjDirPtr<class ObjectDir> const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)
112	A_FOLD_CONSISTENT	engine	default/MatAnim	??$sort@PAPAVRndPollable@@P6A_NPBV1@0@Z@stlpmtx_std@@YAXPAPAVRndPollable@@0P6A_NPBV1@1@Z@Z	99.8214	SAME	CORROBORATED	void __cdecl stlpmtx_std::__final_insertion_sort<class RndTransformable **, bool (__cdecl *)(class RndTransformable const *, class RndTransformable const *)>(class RndTransformable **, class RndTransformable **, bool (__cdecl *)(class RndTransformable const *, class RndTransformable const *))	void __cdecl stlpmtx_std::__final_insertion_sort<class RndPollable **, bool (__cdecl *)(class RndPollable const *, class RndPollable const *)>(class RndPollable **, class RndPollable **, bool (__cdecl *)(class RndPollable const *, class RndPollable const *))
112	A_FOLD_CONSISTENT	engine	default/Graph	?AddString@RndGraph@@QAAXPBDABVVector2@@ABVColor@Hmx@@@Z	99.8214	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<class ChatReceiver *, class stlpmtx_std::StlNodeAlloc<class ChatReceiver *>>::push_back(class ChatReceiver *const &)	public: void __cdecl stlpmtx_std::vector<class Drawable *, class stlpmtx_std::StlNodeAlloc<class Drawable *>>::push_back(class Drawable *const &)
112	A_FOLD_CONSISTENT	engine	default/MeshAnim	?_M_clear@?$vector@V?$Key@V?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@stlpmtx_std@@@@V?$StlNodeAlloc@V?$Key@V?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@stlpmtx_std@@@@@stlpmtx_std@@@stlpmtx_std@@IAAXXZ	99.8214	SAME	CORROBORATED	void __cdecl stlpmtx_std::__destroy_range_aux<class stlpmtx_std::reverse_iterator<class Key<class stlpmtx_std::vector<class Hmx::Color, class stlpmtx_std::StlNodeAlloc<class Hmx::Color>>> *>>(class stlpmtx_std::reverse_iterator<class Key<class stlpmtx_std::vector<class Hmx::Color, class stlpmtx_std::StlNodeAlloc<class Hmx::Color>>> *>, class stlpmtx_std::reverse_iterator<class Key<class stlpmtx_std::vector<class Hmx::Color, class stlpmtx_std::StlNodeAlloc<class Hmx::Color>>> *>, struct stlpmtx_std::__false_type const &)	void __cdecl stlpmtx_std::__destroy_range_aux<class stlpmtx_std::reverse_iterator<class Key<class stlpmtx_std::vector<class Vector3, class stlpmtx_std::StlNodeAlloc<class Vector3>>> *>>(class stlpmtx_std::reverse_iterator<class Key<class stlpmtx_std::vector<class Vector3, class stlpmtx_std::StlNodeAlloc<class Vector3>>> *>, class stlpmtx_std::reverse_iterator<class Key<class stlpmtx_std::vector<class Vector3, class stlpmtx_std::StlNodeAlloc<class Vector3>>> *>, struct stlpmtx_std::__false_type const &)
112	UNDECIDABLE	engine	default/PropAnim	??$?5V?$Key@_N@@V?$StlNodeAlloc@V?$Key@_N@@@stlpmtx_std@@@@YAAAVBinStreamRev@@AAV0@AAV?$vector@V?$Key@_N@@V?$StlNodeAlloc@V?$Key@_N@@@stlpmtx_std@@@stlpmtx_std@@@Z	99.8214	UNKNOWN	REFUTED	public: void __cdecl stlpmtx_std::vector<class Stats::StreakInfo, class stlpmtx_std::StlNodeAlloc<class Stats::StreakInfo>>::resize(unsigned int, class Stats::StreakInfo const &)	public: void __cdecl stlpmtx_std::vector<class Key<bool>, class stlpmtx_std::StlNodeAlloc<class Key<bool>>>::resize(unsigned int, class Key<bool> const &)
112	BC_DIFFERENT_UNRESOLVED	engine	default/Faders	??1Fader@@UAA@XZ	99.8214	DIFFERENT	REFUTED	public: void __cdecl stlpmtx_std::_Rb_tree<class Symbol, struct stlpmtx_std::less<class Symbol>, struct stlpmtx_std::pair<class Symbol const, class CharLipSync *>, struct stlpmtx_std::_Select1st<struct stlpmtx_std::pair<class Symbol const, class CharLipSync *>>, struct stlpmtx_std::priv::_MapTraitsT<struct stlpmtx_std::pair<class Symbol const, class CharLipSync *>>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, class CharLipSync *>>>::clear(void)	public: void __cdecl stlpmtx_std::_Rb_tree<class FaderGroup *, struct stlpmtx_std::less<class FaderGroup *>, class FaderGroup *, struct stlpmtx_std::_Identity<class FaderGroup *>, struct stlpmtx_std::priv::_SetTraitsT<class FaderGroup *>, class stlpmtx_std::StlNodeAlloc<class FaderGroup *>>::clear(void)
112	A_FOLD_CONSISTENT	engine	default/Mic	?AddMic@MicManagerXbox@@QAAXPAVMicXbox@@@Z	99.8214	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<class ChatReceiver *, class stlpmtx_std::StlNodeAlloc<class ChatReceiver *>>::push_back(class ChatReceiver *const &)	public: void __cdecl stlpmtx_std::vector<class MicXbox *, class stlpmtx_std::StlNodeAlloc<class MicXbox *>>::push_back(class MicXbox *const &)
112	C_PROVEN_CALLEE	game	default/band3/meta_band/AssetProvider	??$sort@PAPAVUIListWidget@@UWidgetDrawSort@?A0x530db9db@@@stlpmtx_std@@YAXPAPAVUIListWidget@@0UWidgetDrawSort@?A0x530db9db@@@Z	0.0000	DIFFERENT	CORROBORATED	void __cdecl stlpmtx_std::__introsort_loop<class RndPollable **, class RndPollable *, int, bool (__cdecl *)(class RndPollable const *, class RndPollable const *)>(class RndPollable **, class RndPollable **, class RndPollable **, int, bool (__cdecl *)(class RndPollable const *, class RndPollable const *))	void __cdecl stlpmtx_std::__introsort_loop<class UIListWidget **, class UIListWidget *, int, struct `anonymous namespace'::WidgetDrawSort>(class UIListWidget **, class UIListWidget **, class UIListWidget **, int, struct `anonymous namespace'::WidgetDrawSort)
112	UNDECIDABLE	engine	default/MeasureMap	??0MeasureMap@@QAA@XZ	99.8214	UNKNOWN	REFUTED	public: void __cdecl stlpmtx_std::vector<class SongParser::GemInProgress, class stlpmtx_std::StlNodeAlloc<class SongParser::GemInProgress>>::push_back(class SongParser::GemInProgress const &)	public: void __cdecl stlpmtx_std::vector<class MeasureMap::TimeSigChange, class stlpmtx_std::StlNodeAlloc<class MeasureMap::TimeSigChange>>::push_back(class MeasureMap::TimeSigChange const &)
112	BC_DIFFERENT_UNRESOLVED	engine	default/MemTracker	??$sort@PAPAVAllocInfo@@P6A_NABQAV1@0@Z@stlpmtx_std@@YAXPAPAVAllocInfo@@0P6A_NABQAV1@1@Z@Z	99.8214	DIFFERENT	REFUTED	void __cdecl stlpmtx_std::__introsort_loop<class UIListWidget **, class UIListWidget *, int, struct `anonymous namespace'::WidgetDrawSort>(class UIListWidget **, class UIListWidget **, class UIListWidget **, int, struct `anonymous namespace'::WidgetDrawSort)	void __cdecl stlpmtx_std::__introsort_loop<class AllocInfo **, class AllocInfo *, int, bool (__cdecl *)(class AllocInfo *const &, class AllocInfo *const &)>(class AllocInfo **, class AllocInfo **, class AllocInfo **, int, bool (__cdecl *)(class AllocInfo *const &, class AllocInfo *const &))
